"book","day","english","korean","sentence1","translation1","sentence2","translation2","sentence3","translation3","sentence4","translation4"
"3","1","adult ","n. 어른, 성인 a. 어른[성인]의 ","The book was written for children, but adults like it, too./adults*_______________s","그 책은 아동용으로 쓰여졌지만 어른들도 좋아한다.","","","","","",""
"3","1","cousin ","n. 사촌 ","She's my cousin, my uncle's second daughter./cousin*_______________","그녀는 내 삼촌의 둘째 딸인 내 사촌이다.","","","","","",""
"3","1","relative ","① n. 친척 ② a. 상대적인, 비교상의 ","He is a close relative of mine, so I know him well./relative*_______________","그는 나의 가까운 친척이어서 나는 그를 잘 안다.","Beauty is relative, and every one has his own taste./relative*_______________","아름다움은 상대적이어서 모든 사람은 자신의 취향을 갖고 있다.","","","",""
"3","1","ancestor ","n. 조상, 선조 ","Their ancestors came to America 200 years ago./ancestors*_______________s","그들의 조상은 이백 년 전에 미국으로 왔다.","","","","","",""
"3","1","marry ","v. ~와 결혼하다 ","She married a man who loved her very much./married*_______________ed","그녀는 그녀를 매우 사랑하는 남자와 결혼했다.","","","","","",""
"3","1","mate ","n. 친구, 동료 ","I’m looking for a roommate to share my room./mate*_______________","나는 내 방을 함께 쓸 룸메이트를 찾고 있다.","","","","","",""
"3","1","appointment ","n. 약속 ","I have an appointment with my doctor this afternoon./appointment*_______________","나는 오늘 오후에 의사와 약속이 있습니다.","","","","","",""
"3","1","invite ","v. 초대하다 ","They've invited fifty people to their party./invited*_______________d","그들은 50명의 사람을 파티에 초대했다.","","","","","",""
"3","1","visit ","v. 방문하다 n. 방문","Bill travels a lot. He has visited many countries./visited*_______________ed","빌은 여행을 많이 한다. 그는 많은 나라를 방문했다.","","","","","",""
"3","1","host ","① n. 주인, 호스트 ② v. 주최[개최]하다 n. 주최[개최]자 ","The host welcomed his guests with a warm smile./host*_______________","호스트는 따뜻한 미소로 그의 손님들을 맞이했다.","In 1988, Seoul hosted the Olympic Games./hosted*_______________ed","서울은 1988년에 올림픽 대회를 주최했다.","","","",""
"3","1","guest ","n. 손님; 투숙객 ","All the guests enjoyed themselves at the party./guests*_______________s","모든 손님들은 파티에서 즐거운 시간을 보냈다.","","","","","",""
"3","1","greet ","v. 인사하다 ","She greeted each guest with a bright smile./greeted*_______________ed","그녀는 각각의 손님에게 환한 미소를 지으며 인사했다.","","","","","",""
"3","1","bow ","① v. 절하다, 머리를 숙이다 n. 절, 인사 ② n. 활 ","They stood up and bowed when the teacher walked in./bowed*_______________ed","그들은 선생님이 걸어서 들어오자 일어서서 머리를 숙였다.","They hunted animals with a bow and arrow./bow*_______________","그들은 활과 화살로 동물을 사냥했다.","","","",""
"3","1","introduce ","① v. 소개하다 ② v. 들여오다, 도입하다 ","I'd like to introduce our next speaker, Mr. Miller./introduce*_______________","다음 연설자인 밀러씨를 소개해 드리겠습니다.","They introduced a new technology into the company./introduced*_______________d","그들은 새로운 기술을 회사에 도입했다.","","","",""
"3","2","birth ","n. 출생, 탄생","May I have your name, address, and date of birth, please?/birth*_______________","당신의 성명, 주소, 생년월일을 말씀해 주시겠습니까?","","","","","",""
"3","2","hometown ","n. 고향 ","I really miss my hometown, my family and friends./hometown*_______________","나는 나의 고향과 가족, 친구들이 정말 그립다.","","","","","",""
"3","2","native ","a. 출생지의, 모국의 n. 출신자, 토박이","England is my native country, but now I live in France./native*_______________","영국은 나의 모국이지만 나는 지금 프랑스에 산다.","","","","","",""
"3","2","exist ","v. 존재하다 ","It is true that all your problems only exist in your mind./exist*_______________","당신의 모든 문제는 단지 당신의 마음 속에만 존재한다는 것은 사실이다.","","","","","",""
"3","2","survive ","v. 살아남다 ","He was lucky to survive the accident./survive*_______________","그가 사고에서 살아남은 것은 행운이었다.","","","","","",""
"3","2","grow ","① v. 자라다, 성장하다 ② v. 기르다, 재배하다 ","The child has grown almost 10 cm this year./grown*_______________","그 아이는 올해 키가 거의 10센티미터 자랐다.","We grow vegetables in our garden./grow*_______________","우리는 정원에 채소를 재배한다.","","","",""
"3","2","die ","v. 죽다, 사망하다","Her husband died suddenly in a car accident./died*_______________d","그녀의 남편은 자동차 사고로 갑자기 죽었다.","","","","","",""
"3","2","dead ","a. 죽은, 생명이 없는 ","I thought the dog was dead but it was still alive./dead*_______________","나는 개가 죽었다고 생각했으나 여전히 살아 있었다.","","","","","",""
"3","2","grave ","n. 무덤, 묘","He died and was buried in a grave on a hill./grave*_______________","그는 죽고 나서 언덕 위의 무덤에 묻혔다.","","","","","",""
"3","2","soap ","n. 비누","Always wash your hands with soap and water before you touch food./soap*_______________","음식을 만지기 전에 비누와 물로 항상 손을 씻으십시오.","","","","","",""
"3","2","comb ","n. 빗 v. 빗질하다","He put on his jacket, looked in the mirror, and combed his hair./combed*_______________ed","그는 상의를 입고 거울을 보면서 머리를 빗었다.","","","","","",""
"3","2","toothbrush ","n. 칫솔","He squeezed some toothpaste onto his toothbrush./toothbrush*_______________","그는 치약을 조금 그의 칫솔에 짰다.","","","","","",""
"3","2","toothpaste ","n. 치약 ","He always squeezes the toothpaste from the bottom of the tube./toothpaste*_______________","그는 치약을 튜브의 밑에서부터 짠다.","","","","","",""
"3","2","laundry ","n. 세탁(물); 세탁소[업]","He took off his shirt and threw it into the laundry basket./laundry*_______________","그는 셔츠를 벗어서 세탁물 바구니에 던져 넣었다.","","","","","",""
"3","2","wash ","v. 씻다 n. 씻기","Always wash your hands before eating./wash*_______________","식사 전에는 항상 손을 씻으십시오.","","","","","",""
"3","2","sweep ","v. 쓸다 n. 쓸기","She washed the dishes and swept the floor./swept*_______________","그녀는 설거지를 하고 바닥을 쓸었다.","","","","","",""
"3","2","polish ","v. 광을 내다, 닦다 n. 광택","He polished his shoes before going out./polished*_______________d","그는 외출하기 전에 구두를 닦았다.","","","","","",""
"3","2","wipe ","v. 닦아 내다, 훔치다 n. 닦아 내기","He wiped sweat from his face and neck./wiped*_______________d","그는 얼굴과 목의 땀을 닦았다.","","","","","",""
"3","2","tidy ","a. 잘 정돈된 v. 정돈[정리]하다 ","She cleaned all the time and kept her house very tidy./tidy*_______________","그녀는 항상 청소를 했고 집을 매우 잘 정돈해 놓았다.","","","","","",""
"3","2","decorate ","v. 장식하다, 꾸미다 ","We decorated the room with flowers and balloons./decorated*_______________d","우리는 방을 꽃과 풍선으로 장식했다","","","","","",""
"3","2","clean ","a. 깨끗한, 청결한 v. 깨끗하게 하다","He took off his dirty clothes, and put on clean ones./clean*_______________","그는 더러운 옷을 벗고 깨끗한 것을 입었다.","","","","","",""
"3","2","clear ","a. 맑은, 투명한; 분명한 v. 맑아지다; 치우다","The water was so clear we could see the bottom./clear*_______________","물이 너무 맑아서 바닥까지 볼 수 있을 정도였다.","","","","","",""
"3","2","dirty ","a. 더러운, 불결한 ","She put her dirty clothes into the washing machine./dirty*_______________","그녀는 더러운 옷을 세탁기에 집어 넣었다.","","","","","",""
"3","2","spot ","① n. 점, 반점, 얼룩 ② n. 장소, 지점 ","He was wearing a black tie with white spots./spots*_______________s","그녀는 흰색 점 무늬가 있는 검은 넥타이를 매고 있었다.","He showed me the exact spot where it had happened./spot*_______________","그는 내게 그 일이 일어난 정확한 지점을 보여 주었다.","","","",""
"3","2","mess ","n. 엉망인 상태, 혼란","I'm sorry about the mess. I'll clean it up./mess*_______________","어질러 놓아서 미안합니다. 치우겠습니다.","","","","","",""
"3","2","dust ","n. 먼지 ","The furniture in the room was all covered in dust./dust*_______________","그 방의 가구는 온통 먼지로 뒤덮여 있었다.","","","","","",""
"3","2","trash ","n. 쓰레기 ","He picked up all the trash and put it in the trash can./trash*_______________","그는 모든 쓰레기를 주워서 쓰레기통에 넣었다.","","","","","",""
"3","2","garbage ","n. 쓰레기 ","Can you take out the garbage when you have time?/garbage*_______________","시간이 날 때 쓰레기를 내다 놓아 주시겠습니까?","","","","","",""
"3","2","pollution ","n. 오염, 공해 ","Air pollution causes health problems for many people./pollution*_______________","대기 오염은 많은 사람들에게 건강 문제를 일으킨다.","","","","","",""
"3","3","clothes ","n. 옷, 의복","He took off his clothes and went into the bathroom./clothes*_______________","그는 옷을 벗고 욕실로 들어갔다.","","","","","",""
"3","3","fashion ","n. 패션, 유행, 유행하는 것","Long skirts are in fashion again this year./fashion*_______________","긴 치마가 올해 다시 유행이다.","","","","","",""
"3","3","suit ","n. 정장; ~옷[복] v. (옷, 색상이) 어울리다","He was dressed in a blue suit and white shirt./suit*_______________","그는 파란색 양복에 흰색 셔츠를 입었다.","","","","","",""
"3","3","sleeve ","n. 소매","The T-shirt has a round neck and long sleeves./sleeves*_______________s","그 티셔츠는 라운드넥과 긴 소매를 가지고 있다.","","","","","",""
"3","3","hat ","n. 모자","You should take off your hat when entering a church./hat*_______________","교회에 들어갈 때는 모자를 벗어야 합니다.","","","","","",""
"3","3","handkerchief ","n. 손수건","He took out his handkerchief and wiped his face./handkerchief*_______________","그는 손수건을 꺼내 그의 얼굴을 닦았다.","","","","","",""
"3","3","sock ","n. 양말","I had a hole in my sock when I took off my shoe./sock*_______________","내가 신발을 벗으니 양말에 구멍이 나 있었다.","","","","","",""
"3","3","jewel ","n. 보석, (보석을 박은) 장신구","She was wearing jewels made of gold and silver./jewels*_______________s","그녀는 금과 은으로 만들어진 보석을 착용하고 있었다.","","","","","",""
"3","3","necklace ","n. 목걸이","He bought her a diamond necklace for her birthday./necklace*_______________","그는 그녀의 생일 선물로 다이아몬드 목걸이를 사주었다.","","","","","",""
"3","3","wallet ","n. 지갑 ","He took his wallet out of his pocket./wallet*_______________","그는 호주머니에서 지갑을 꺼냈다.","","","","","",""
"3","3","backpack ","n. 배낭","He walked across the campus carrying his backpack./backpack*_______________","그는 배낭을 지고 캠퍼스를 가로질러 걸어갔다.","","","","","",""
"3","3","suitcase ","n. 여행 가방 ","He packed his suitcase and took a taxi to the airport./suitcase*_______________","그는 여행 가방을 싸고 택시를 타고 공항으로 갔다.","","","","","",""
"3","3","wear ","v. 입고[신고, 쓰고, 끼고] 있다","He was wearing dark pants and a white T-shirt./wearing*_______________ing","그는 검은색 바지와 흰색 티셔츠를 입고 있었다.","","","","","",""
"3","3","fasten ","① v. 채우다, 잠그다, 걸다 ② v. 고정시키다[되다] ","Fasten your seatbelt whenever you get into your car./Fasten*_______________","차에 탈 때는 언제나 안전벨트를 매십시오.","He fastened the rope to a large rock./fastened*_______________ed","그는 커다란 바위에 로프를 고정시켰다.","","","",""
"3","3","mend ","① v. 수선하다 ② v. 수리[수선]하다 ","My mom mended a hole in the pocket of my jeans./mended*_______________ed","엄마는 내 청바지의 주머니에 난 구멍을 수선했다.","He climbed up a ladder to mend the roof of the house./mend*_______________","그는 집 지붕을 수선하기 위해 사다리를 올라갔다.","","","",""
"3","3","thread ","n. 실 v. (바늘에) 실을 꿰다 ","I want to thread a needle but I can't see the hole./thread*_______________","나는 바늘에 실을 꿰고 싶은데 구멍이 보이지 않습니다.","","","","","",""
"3","3","needle ","n. 바늘, (주사) 바늘 ","Be careful with that needle - it has a very sharp point./needle*_______________","그 바늘을 조심하세요. 매우 날카로운 뾰족한 끝을 가지고 있습니다.","","","","","",""
"3","3","diet ","① n. 일상의 음식[식사] ② n. 식이 요법, 다이어트 ","A balanced diet is very important for good health./diet*_______________","균형 잡힌 식사는 건강에 매우 중요하다.","She's on a diet to lose some weight for her health./diet*_______________","그녀는 건강을 위해 살을 빼려고 다이어트 중이다.","","","",""
"3","3","meat ","n. 고기 ","She doesn't eat any meat at all because she loves animals./meat*_______________","그녀는 동물을 사랑하기 때문에 어떤 고기도 전혀 먹지 않는다.","","","","","",""
"3","3","pork ","n. 돼지고기 ","He doesn't eat pork because it is against his religion./pork*_______________","그는 자신의 종교에 어긋나기 때문에 돼지고기를 먹지 않는다.","","","","","",""
"3","3","vegetable ","n. 채소, 야채 ","We grow vegetables in our garden, so I eat a lot of fresh vegetables./vegetables*_______________s","우리는 정원에 채소를 길러서 나는 많은 신선한 채소를 먹는다.","","","","","",""
"3","3","potato ","n. 감자 ","We had baked potatoes for dinner./potatoes*_______________es","우리는 저녁 식사로 구운 감자를 먹었다.","","","","","",""
"3","3","onion ","n. 양파 ","An onion has a strong taste and a strong smell./onion*_______________","양파는 강한 맛과 강한 냄새를 가지고 있다.","","","","","",""
"3","3","carrot ","n. 당근 ","Rabbits like carrots more than any other food./carrots*_______________s","토끼는 다른 어떤 음식보다도 당근을 좋아한다.","","","","","",""
"3","3","cucumber ","n. 오이 ","Dinner was chicken and a salad of cucumber and tomato./cucumber*_______________","저녁 식사는 닭고기와 오이 토마토 샐러드였다.","","","","","",""
"3","3","garlic ","n. 마늘 ","Don't put too much garlic in the food./garlic*_______________","음식에 마늘을 너무 많이 넣지 마세요.","","","","","",""
"3","3","fruit ","n. 과일 ","Try to eat plenty of fresh fruit and vegetables every day./fruit*_______________","매일 충분한 과일과 야채를 먹도록 하십시오.","","","","","",""
"3","3","grape ","n. 포도 ","These grapes taste very sweet./grapes*_______________s","이 포도는 매우 달콤하다.","","","","","",""
"3","3","strawberry ","n. 딸기 ","Strawberry is my favorite fruit./strawberry*_______________","딸기는 내가 가장 좋아하는 과일이다.","","","","","",""
"3","3","grain ","n. 곡물, (곡식의) 낟알","He grows grain and vegetables on his land./grain*_______________","그는 자신의 땅에서 곡물과 채소를 재배한다.","","","","","",""
"3","3","rice ","n. 쌀; 밥","Most Korean people eat rice every day./rice*_______________","대부분의 한국 사람들은 매일 밥을 먹는다.","","","","","",""
"3","4","bean ","n. 콩","Beans are good for your health and easy to grow./Beans*_______________s","콩은 건강에 좋고 재배하기가 쉽다.","","","","","",""
"3","4","nut ","n. 견과 ","Nuts are a great source of energy because they have lots of oil./Nuts*_______________s","견과는 많은 기름을 함유하고 있기 때문에 훌륭한 에너지 공급원이다.","","","","","",""
"3","4","taste ","v. 맛이 나다, 맛을 보다 n. 맛, 미각","Taste the soup and add salt and pepper if needed./Taste*_______________","수프의 맛을 보고 필요하면 소금과 후추를 넣으십시오.","","","","","",""
"3","4","flavor ","n. 맛, 풍미 v. 맛을 내다","This ice cream comes in three different flavors./flavors*_______________s","이 아이스크림은 세 가지의 다른 맛으로 나온다.","","","","","",""
"3","4","delicious ","a. 매우 맛있는[향기로운] ","The meal was really delicious. Thank you for dinner./delicious*_______________","식사가 정말 맛있었습니다. 저녁 식사 감사합니다.","","","","","",""
"3","4","sweet ","a. 단맛의, 달콤한; (느낌이) 감미로운","The coffee is too sweet. You have put too much sugar./sweet*_______________","커피가 너무 달아요. 설탕을 너무 많이 넣었어요.","","","","","",""
"3","4","bitter ","① a. (맛이) 쓴 ② a. 쓰라린, 혹독한, 격렬한","Many people don't like the bitter taste of black coffee./bitter*_______________","많은 사람들은 블랙커피의 쓴 맛을 좋아하지 않는다.","She is still very bitter about losing her son in a car accident./bitter*_______________","그녀는 자동차 사고로 아들을 잃은 것에 대해 여전히 비통해 하고 있다.","","","",""
"3","4","sour ","a. 신, 시큼한, (우유가) 상한 ","Milk turns sour very quickly in this hot weather./sour*_______________","우유는 이런 더운 날씨에서는 매우 빨리 상한다.","","","","","",""
"3","4","salt ","n. 소금 ","By mistake she put too much salt in the soup./salt*_______________","그녀는 실수로 수프에 너무 많은 소금을 넣었다.","","","","","",""
"3","4","pepper ","n. 후추","Boil for 10 minutes, and add salt and pepper to taste./pepper*_______________","10분간 끓이고 나서 소금과 후추를 입맛에 따라 넣으세요.","","","","","",""
"3","4","sugar ","n. 설탕 ","Do you take cream and sugar in your coffee?/sugar*_______________","커피에 크림과 설탕을 넣으세요?","","","","","",""
"3","4","fresh ","a. 신선[싱싱]한; 새로운, 참신한 ","The supermarket sells fresh fruit and vegetables./fresh*_______________","그 슈퍼마켓은 신선한 과일과 야채를 판매한다.","","","","","",""
"3","4","feed ","v. 음식[먹이]를 주다, 먹이다","We fed the kids first so that the adults could have a quiet dinner./fed*_______________","우리는 어른들이 조용한 저녁 식사를 할 수 있게 아이들을 먼저 먹였다.","","","","","",""
"3","4","bite ","v. 물다, 깨물다, 물어뜯다 n. 물기; 한 입","She always bites her nails when she’s nervous./bites*_______________s","그녀는 초조할 때 항상 손톱을 문다.","","","","","",""
"3","4","chew ","v. 씹다 n. 씹기 ","The meat was too tough to chew, much like chewing rubber./chew*_______________","그 고기는 마치 고무를 씹는 것처럼 씹기에 너무 질겼다.","","","","","",""
"3","4","swallow ","① v. 삼키다, 들이켜다 ② n. 제비 ","He was unable to swallow anything but a little water./swallow*_______________","그는 약간의 물 이외에는 어느 것도 삼킬 수가 없었다.","Swallows were flying in circle in the sky./Swallows*_______________s","제비들은 하늘에서 원을 그리며 날고 있었다.","","","",""
"3","4","appetite ","n. 식욕; 욕구 ","I totally lost my appetite and grew weaker./appetite*_______________","나는 완전히 입맛을 잃고 허약해져 갔다.","","","","","",""
"3","4","hungry ","a. 배고픈, 허기진 ","Mom, I'm hungry. Is there anything to eat?/hungry*_______________","엄마, 배가 고파요. 먹을 것이 있어요?","","","","","",""
"3","4","thirsty ","a. 목마른 ","I’m really thirsty. I’d like a glass of water, please./thirsty*_______________","정말 목이 마릅니다. 물 한 잔 주세요.","","","","","",""
"3","4","meal ","n. 식사 ","We had a really good meal at a Chinese restaurant last night./meal*_______________","우리는 어젯밤 한 중국 식당에서 정말 멋진 식사를 했다.","","","","","",""
"3","4","plate ","n. 접시 ","I ate three plates of spaghetti and I am still hungry./plates*_______________s","나는 세 접시의 스파게티를 먹었는데도 여전히 배가 고프다.","","","","","",""
"3","4","bowl ","n. 그릇, 사발 ","He ate a bowl of soup and some bread./bowl*_______________","그는 수프 한 그릇과 약간의 빵을 먹었다.","","","","","",""
"3","4","tray ","n. 쟁반 ","The waiter brought the food on a tray and put it on the table./tray*_______________","웨이터는 쟁반 위에 음식을 가져와서 테이블 위에 놓았다.","","","","","",""
"3","4","chopstick ","n. 젓가락 ","While waiting for the main dishes, he showed me how to use chopsticks./chopsticks*_______________s","주 요리를 기다리는 동안 그는 내게 젓가락 사용법을 보여 주었다.","","","","","",""
"3","4","cook ","v. 요리[조리]하다 n. 요리를 하는 사람 ","Mom is cooking dinner in the kitchen and it smells great./cooking*_______________ing","엄마가 부엌에서 저녁 요리를 하고 있는데 냄새가 아주 좋다.","","","","","",""
"3","4","ingredient ","n. (요리의) 재료; 구성 요소","She mixed all the ingredients together in a large bowl./ingredients*_______________s","그녀는 커다란 그릇에서 모든 재료를 함께 섞었다.","","","","","",""
"3","4","recipe ","n. 조리[요리]법","Will you please give me the recipe for the tomato soup?/recipe*_______________","그 토마토 수프의 조리법을 좀 알려 주시겠어요?","","","","","",""
"3","4","chef ","n. 주방장, 요리사 ","He now works as a chef in a Chinese restaurant./chef*_______________","그는 현재 한 중국 식당의 주방장으로 일하고 있다.","","","","","",""
"3","4","bake ","v. 빵을 굽다","She baked the cake in a hot oven for 20 minutes./baked*_______________d","그녀는 케이크를 뜨거운 오븐에서 20분 동안 구웠다.","","","","","",""
"3","5","pot ","n. 냄비; 단지, 항아리; 화분, 도기 ","Cover the pot, and boil for about 5 minutes./pot*_______________","냄비 뚜껑을 덮고 5분 정도 끓이세요.","","","","","",""
"3","5","kettle ","n. 주전자 ","I'll put the kettle on and make a cup of tea for you./kettle*_______________","주전자를 불에 올려서 차 한 잔 만들어 드릴게요.","","","","","",""
"3","5","settle ","① v. 정착하다 ② v. 해결[처리]하다 ","After living in several cities, they finally settled in London./settled*_______________d","여러 도시에서 살고 난 후 그들은 마침내 런던에 정착했다.","They want to settle the matter peacefully./settle*_______________","그들은 그 문제를 평화적으로 해결하기를 원한다.","","","",""
"3","5","neighbor ","n. 이웃 사람 ","The party became so loud that neighbors called the police./neighbors*_______________s","파티가 너무 시끄러워지자 이웃 사람들이 경찰을 불렀다.","","","","","",""
"3","5","palace ","n. 궁전","The queen lived in a beautiful palace, but she was not happy./palace*_______________","여왕은 아름다운 궁전에 살았지만 행복하지 않았다.","","","","","",""
"3","5","castle ","n. 성, 성곽 ","The castle stands on the top of a very high mountain./castle*_______________","그 성은 매우 높은 산 꼭대기에 서 있다.","","","","","",""
"3","5","address ","n. 주소 ","I must write to him, but I don't know his address./address*_______________","나는 그에게 편지를 써야 하는데 그의 주소를 모른다.","","","","","",""
"3","5","floor ","① n. 층 ② n. (방)바닥, 마루","His office is on the fifth floor of this building./floor*_______________","그의 사무실은 이 건물의 5층에 있다.","The dish fell to the floor and broke into pieces./floor*_______________","접시가 바닥에 떨어져서 산산조각이 났다.","","","",""
"3","5","stair ","n. 계단, 층계 ","He ran up the stairs to see what had happened./stairs*_______________s","그는 무슨 일이 일어났는지 보려고 계단을 뛰어 올라갔다.","","","","","",""
"3","5","ladder ","n. 사다리, 사닥다리 ","He fell off a ladder and broke his leg./ladder*_______________","그는 사다리에서 떨어져서 다리가 부러졌다.","","","","","",""
"3","5","upstairs ","ad. 위층으로[에서] a. 위층에 n. 위층 ","He jumped up and ran upstairs to see what was going on./upstairs*_______________","그는 벌떡 일어나서 무슨 일이 있는지 보기 위해 위층으로 뛰어 올라갔다.","","","","","",""
"3","5","basement ","n. 지하실[층] ","I moved all the boxes down to the basement./basement*_______________","나는 모든 상자들을 지하실로 옮겼다.","","","","","",""
"3","5","ceiling ","n. 천장 ","The ceiling's low, so be careful not to hit your head./ceiling*_______________","천장이 낮습니다. 머리를 부딪치지 않도록 조심하십시오.","","","","","",""
"3","5","gate ","n. 정문, 대문, 문 ","She pushed open the gate and walked toward the house./gate*_______________","그녀는 대문을 밀어서 열고 집 쪽으로 걸어갔다.","","","","","",""
"3","5","wall ","n. 벽, 담 ","The room had a lot of pictures on the walls./walls*_______________s","그 방에는 벽에 많은 그림이 걸려 있었다.","","","","","",""
"3","5","fence ","n. 울타리 ","There is a fence between the two gardens./fence*_______________","그 두 정원 사이에는 울타리가 있다.","","","","","",""
"3","5","roof ","n. 지붕 ","Winter came again, and the roofs were covered with snow./roofs*_______________s","겨울이 다시 찾아왔고 지붕은 눈으로 덮여 있었다.","","","","","",""
"3","5","chimney ","n. 굴뚝 ","Smoke is coming out of the chimney of the house next door./chimney*_______________","옆집 굴뚝에서 연기가 나오고 있다.","","","","","",""
"3","5","garage ","n. 차고 ","This garage isn't big enough for two cars./garage*_______________","이 차고는 두 대의 차를 넣기에 충분히 크지 않다.","","","","","",""
"3","5","build ","v. 짓다, 건축[건설]하다 ","The building was built 100 years ago and is still in use today./built*_______________","그 건물은 100년 전에 지어졌고 오늘날에도 여전히 사용 중이다.","","","","","",""
"3","5","furniture ","n. 가구 ","The only furniture in the room was a small table./furniture*_______________","그 방의 유일한 가구는 작은 테이블 하나이었다.","","","","","",""
"3","5","pillow ","n. 베개 ","He put his head on the pillow and closed his eyes./pillow*_______________","그는 베게 위에 머리를 올려놓고 눈을 감았다.","","","","","",""
"3","5","sheet ","① n. 시트 ② n. (종이) 한 장 ","She quickly changed the sheets and made the bed./sheets*_______________s","그녀는 재빠르게 시트를 갈고 잠자리를 정돈했다.","Take out a clean sheet of paper and divide it in half./sheet*_______________","백지 한 장을 꺼내 그것을 반으로 나누십시오.","","","",""
"3","5","blanket ","n. 담요, 모포 ","It was so cold that she covered herself with a blanket./blanket*_______________","너무 추워서 그녀는 담요로 자신을 덮었다.","","","","","",""
"3","5","mirror ","n. 거울 ","She stood and looked at herself in the mirror./mirror*_______________","그녀는 서서 거울 속에 비친 자신을 바라보았다.","","","","","",""
"3","5","drawer ","n. 서랍 ","He opened the drawer of the desk and took out some paper./drawer*_______________","그는 책상 서랍을 열고 몇 장의 종이를 꺼냈다.","","","","","",""
"3","5","closet ","n. 벽장, 찬장 ","Her closet was filled with beautiful and expensive clothes./closet*_______________","그녀의 옷장은 아름답고 값비싼 옷들로 가득했다.","","","","","",""
"3","5","shelf ","n. 선반; 책꽂이 ","She put the book back on the shelf./shelf*_______________","그녀는 책을 책꽂이에 다시 꽂아 놓았다.","","","","","",""
"3","5","refrigerator ","n. 냉장고","She put the milk back in the refrigerator and closed the door./refrigerator*_______________","그녀는 우유를 다시 냉장고에 집어 넣고 문을 닫았다.","","","","","",""
"3","6","physical ","① a. 몸의, 육체의 ② a. 물질[자연]의, 물질적인 ","Physical exercise helps you sleep better./Physical*_______________","신체 운동은 잠을 더 잘 자게 하는 데 도움이 된다.","We live in the physical world that we can touch./physical*_______________","우리는 우리가 만질 수 있는 물질 세계에 산다","","","",""
"3","6","gesture ","n. 몸짓, 제스처 ","He raised his arms in a gesture of victory./gesture*_______________","그는 승리의 제스처로 팔을 치켜 올렸다.","","","","","",""
"3","6","overweight ","a. 살찐, 과체중의; 중량 초과의 ","A person who is overweight should go on a diet./overweight*_______________","과체중인 사람은 다이어트를 해야 한다.","","","","","",""
"3","6","seat ","n. 자리, 좌석 v. 앉히다 ","Please come in and take a seat./seat*_______________","들어와서 자리에 앉으세요.","","","","","",""
"3","6","shoulder ","n. 어깨 ","He put his arm around her shoulders./shoulders*_______________s","그는 팔로 그녀의 어깨를 감싸 안았다.","","","","","",""
"3","6","chest ","n. 가슴 ","The heart is in the middle of the chest./chest*_______________","심장은 가슴의 한가운데에 있다.","","","","","",""
"3","6","stomach ","① n. 배, 복부 ② n. 위 ","He kicked me in the stomach and I fell down./stomach*_______________","그는 내 배를 찼고 나는 쓰러졌다.","Do not take the pills on an empty stomach./stomach*_______________","빈속에는 그 알약을 복용하지 마십시오.","","","",""
"3","6","waist ","n. 허리 ","These pants are too tight around my waist./waist*_______________","이 바지는 내 허리에 너무 꽉 낍니다.","","","","","",""
"3","6","lung ","n. 폐, 허파 ","Smoking can cause lung cancer and heart disease./lung*_______________","흡연은 폐암과 심장병을 일으킬 수 있다.","","","","","",""
"3","6","bone ","n. 뼈 ","After taking X-rays, the doctor said that the bone was broken./bone*_______________","엑스레이를 찍은 후 의사는 뼈가 부러졌다고 말했다.","","","","","",""
"3","6","muscle ","n. 근육 ","Cycling helps you develop muscle strength./muscle*_______________","자전거 타기는 근육 힘을 발달시키는 데 도움이 된다.","","","","","",""
"3","6","pale ","a. 창백한 ","You look pale. What's the matter? Are you sick?/pale*_______________","창백해 보입니다. 무슨 일이에요? 어디가 아픈가요?","","","","","",""
"3","6","sweat ","n. 땀 v. 땀을 흘리다 ","It was a hot summer day and he was sweating a lot./sweating*_______________ing","그날은 더운 여름 날이었고 그는 땀을 많이 흘리고 있었다.","","","","","",""
"3","6","sense ","n. 감각, 느낌 v. 감지하다 ","Dogs are smart and have a good sense of smell./sense*_______________","개는 영리하고 뛰어난 후각을 가지고 있다.","","","","","",""
"3","6","blood ","n. 피, 혈액 ","Blood was running from a cut on his face./Blood*_______________","피가 그의 얼굴의 베인 상처에서 흘러 내리고 있었다.","","","","","",""
"3","6","forehead ","n. 이마 ","She touched his forehead to see if he had a fever./forehead*_______________","그녀는 그가 열이 있는지 보려고 그의 이마를 만져 보았다.","","","","","",""
"3","6","cheek ","n. 뺨, 볼 ","He smiled and gently kissed her on the cheek./cheek*_______________","그는 미소를 지으면서 그녀의 뺨에 부드럽게 입맞춤을 했다.","","","","","",""
"3","6","brain ","n. 뇌, 두뇌 ","The brain is the most important part of the body./brain*_______________","뇌는 몸에서 가장 중요한 부분이다.","","","","","",""
"3","6","nod ","v. 머리를 끄덕이다 n. 끄덕임","He nodded his head to show that he agreed with me./nodded*_______________ed","그는 나에게 동의한다는 것을 보여 주기 위해 고개를 끄덕였다.","","","","","",""
"3","6","sight ","n. 시각, 시력; 보기; 광경 ","The blind man lost his sight in the war./sight*_______________","그 장님은 전쟁 중에 그의 시력을 잃었다.","","","","","",""
"3","6","stare ","v. 빤히 쳐다보다, 응시하다 n. 응시 ","She noticed that the man was staring at her./staring*_______________ing","그녀는 그 남자가 자신을 빤히 쳐다보고 있다는 것을 알아차렸다.","","","","","",""
